ID_Vente,CleDate,ID_Pharmacie,ID_Produit,UnitesVendues,RevenuEUR,CoutEUR,MargeEUR,Promo
V0034114,20220424,PH0071,PR0021,13,258.05,127.4,130.65,Non
V0034115,20200403,PH0012,PR0100,17,113.22,287.13,-173.91,Oui
V0034116,20200724,PH0052,PR0046,7,115.71,196.84,-81.13,Oui
V0034117,20201025,PH0045,PR0004,6,236.46,32.34,204.12,Non
V0034118,20230726,PH0022,PR0050,10,190.1,111.7,78.4,Oui
V0034119,20221021,PH0016,PR0055,10,69.4,186.8,-117.4,Non
V0034120,20210226,PH0071,PR0100,9,59.94,152.01,-92.07,Non
V0034121,20210319,PH0020,PR0145,7,77.7,109.27,-31.57,Non
V0034122,20211122,PH0020,PR0002,4,81.56,71.64,9.92,Non
V0034123,20230404,PH0049,PR0062,4,187.6,90.88,96.72,Non
V0034124,20200912,PH0074,PR0141,2,36.68,56.6,-19.92,Oui
V0034125,20210902,PH0042,PR0134,18,163.98,331.92,-167.94,Non
V0034126,20221106,PH0051,PR0067,12,454.32,82.56,371.76,Non
V0034127,20200524,PH0063,PR0014,13,566.41,169.0,397.41,Oui
V0034128,20220621,PH0075,PR0148,6,74.82,103.38,-28.56,Oui
V0034129,20201203,PH0064,PR0071,9,304.2,43.47,260.73,Non
V0034130,20231010,PH0069,PR0006,20,536.2,108.8,427.4,Oui
V0034131,20210409,PH0045,PR0080,6,296.4,56.22,240.18,Oui
V0034132,20211211,PH0068,PR0092,7,238.0,140.77,97.23,Oui
V0034133,20210519,PH0049,PR0019,12,275.52,295.56,-20.04,Non
V0034134,20201124,PH0037,PR0091,16,188.48,204.48,-16.0,Non
V0034135,20210201,PH0059,PR0132,4,20.2,84.44,-64.24,Oui
V0034136,20220217,PH0029,PR0066,19,722.38,458.66,263.72,Oui
V0034137,20230102,PH0077,PR0068,13,225.55,256.23,-30.68,Oui
V0034138,20220512,PH0052,PR0093,1,19.82,20.78,-0.96,Oui
V0034139,20201119,PH0069,PR0147,1,7.01,26.93,-19.92,Non
V0034140,20230813,PH0005,PR0071,5,169.0,24.15,144.85,Non
V0034141,20211125,PH0011,PR0110,7,90.37,64.47,25.9,Oui
V0034142,20210118,PH0015,PR0122,8,235.52,181.12,54.4,Oui
V0034143,20200610,PH0050,PR0110,8,103.28,73.68,29.6,Oui
V0034144,20220529,PH0038,PR0136,17,134.3,502.35,-368.05,Non
V0034145,20200823,PH0077,PR0056,11,81.07,150.37,-69.3,Oui
V0034146,20200815,PH0038,PR0056,12,88.44,164.04,-75.6,Non
V0034147,20210130,PH0016,PR0075,9,247.32,101.25,146.07,Non
V0034148,20230406,PH0041,PR0078,18,155.88,138.78,17.1,Non
V0034149,20220605,PH0001,PR0082,19,533.9,492.67,41.23,Non
V0034150,20220708,PH0080,PR0128,2,94.14,40.3,53.84,Non
V0034151,20230322,PH0049,PR0005,3,126.6,46.35,80.25,Non
V0034152,20231007,PH0024,PR0096,18,797.04,297.18,499.86,Oui
V0034153,20231220,PH0027,PR0111,16,644.96,54.08,590.88,Oui
V0034154,20200301,PH0066,PR0149,11,211.2,204.38,6.82,Oui
V0034155,20220914,PH0050,PR0111,15,604.65,50.7,553.95,Oui
V0034156,20230203,PH0022,PR0145,4,44.4,62.44,-18.04,Oui
V0034157,20210222,PH0004,PR0033,1,33.89,26.51,7.38,Oui
V0034158,20210707,PH0011,PR0134,15,136.65,276.6,-139.95,Oui
V0034159,20230623,PH0048,PR0102,18,480.6,538.74,-58.14,Oui
V0034160,20230427,PH0009,PR0043,12,240.24,298.44,-58.2,Oui
V0034161,20220530,PH0019,PR0042,2,29.74,25.04,4.7,Non
V0034162,20220725,PH0072,PR0120,9,146.79,31.77,115.02,Non
V0034163,20210628,PH0054,PR0099,7,183.75,188.16,-4.41,Non
V0034164,20231207,PH0063,PR0104,4,58.6,53.44,5.16,Non
V0034165,20220319,PH0042,PR0116,13,294.71,291.59,3.12,Oui
V0034166,20210710,PH0005,PR0039,2,50.7,58.9,-8.2,Non
V0034167,20210124,PH0039,PR0051,11,325.27,274.67,50.6,Oui
V0034168,20230802,PH0054,PR0008,9,329.76,156.24,173.52,Oui
V0034169,20210101,PH0013,PR0073,4,142.04,44.0,98.04,Oui
V0034170,20211227,PH0035,PR0086,3,104.43,37.74,66.69,Oui
V0034171,20210105,PH0060,PR0039,6,152.1,176.7,-24.6,Non
V0034172,20200309,PH0030,PR0085,13,569.92,360.75,209.17,Oui
V0034173,20220407,PH0054,PR0138,19,516.23,569.62,-53.39,Oui
V0034174,20210926,PH0047,PR0061,8,247.84,193.92,53.92,Oui
V0034175,20220618,PH0009,PR0135,5,208.95,115.45,93.5,Oui
V0034176,20230506,PH0017,PR0062,6,281.4,136.32,145.08,Non
V0034177,20230411,PH0075,PR0113,1,20.65,15.39,5.26,Non
V0034178,20200517,PH0054,PR0075,5,137.4,56.25,81.15,Oui
V0034179,20200709,PH0075,PR0137,19,121.79,313.88,-192.09,Non
V0034180,20221222,PH0011,PR0128,15,706.05,302.25,403.8,Oui
V0034181,20230829,PH0056,PR0055,1,6.94,18.68,-11.74,Oui
V0034182,20200926,PH0022,PR0121,14,339.78,163.8,175.98,Non
V0034183,20200215,PH0072,PR0114,13,110.37,100.62,9.75,Non
V0034184,20211204,PH0038,PR0048,4,189.8,28.72,161.08,Non
V0034185,20220811,PH0073,PR0068,3,52.05,59.13,-7.08,Non
V0034186,20230820,PH0071,PR0142,11,329.45,206.47,122.98,Non
V0034187,20211014,PH0019,PR0121,15,364.05,175.5,188.55,Non
V0034188,20200224,PH0011,PR0071,7,236.6,33.81,202.79,Oui
V0034189,20220413,PH0066,PR0023,1,49.03,8.92,40.11,Oui
V0034190,20220903,PH0010,PR0148,7,87.29,120.61,-33.32,Oui
V0034191,20200108,PH0071,PR0004,8,315.28,43.12,272.16,Oui
V0034192,20201003,PH0043,PR0024,14,226.1,90.44,135.66,Oui
V0034193,20210606,PH0015,PR0037,15,595.05,350.1,244.95,Oui
V0034194,20220608,PH0015,PR0052,14,654.78,206.08,448.7,Non
V0034195,20221025,PH0017,PR0043,16,320.32,397.92,-77.6,Non
V0034196,20210304,PH0008,PR0067,5,189.3,34.4,154.9,Non
V0034197,20210717,PH0034,PR0052,15,701.55,220.8,480.75,Oui
V0034198,20211112,PH0029,PR0027,20,905.2,238.6,666.6,Oui
V0034199,20220208,PH0058,PR0109,20,176.4,244.6,-68.2,Non
V0034200,20200524,PH0046,PR0128,14,658.98,282.1,376.88,Non
V0034201,20211219,PH0016,PR0119,7,195.93,46.41,149.52,Oui
V0034202,20211221,PH0035,PR0053,17,801.21,496.4,304.81,Oui
V0034203,20201117,PH0007,PR0034,12,424.44,277.32,147.12,Oui
V0034204,20200808,PH0078,PR0028,5,69.15,84.95,-15.8,Oui
V0034205,20211011,PH0026,PR0071,13,439.4,62.79,376.61,Non
V0034206,20220826,PH0014,PR0024,17,274.55,109.82,164.73,Non
V0034207,20230808,PH0077,PR0138,9,244.53,269.82,-25.29,Oui
V0034208,20230223,PH0069,PR0069,4,181.72,40.28,141.44,Oui
V0034209,20211228,PH0065,PR0125,18,768.24,264.6,503.64,Oui
V0034210,20210528,PH0061,PR0055,18,124.92,336.24,-211.32,Oui
V0034211,20200826,PH0002,PR0086,8,278.48,100.64,177.84,Non
V0034212,20211121,PH0015,PR0092,15,510.0,301.65,208.35,Non
V0034213,20231212,PH0048,PR0075,12,329.76,135.0,194.76,Oui
V0034214,20220724,PH0029,PR0139,19,357.58,534.47,-176.89,Non
V0034215,20220904,PH0043,PR0021,1,19.85,9.8,10.05,Oui
V0034216,20200703,PH0058,PR0091,9,106.02,115.02,-9.0,Oui
V0034217,20220710,PH0037,PR0142,20,599.0,375.4,223.6,Oui
V0034218,20220107,PH0048,PR0099,15,393.75,403.2,-9.45,Non
V0034219,20220719,PH0071,PR0001,11,312.29,294.14,18.15,Non
V0034220,20230205,PH0037,PR0130,4,142.0,39.56,102.44,Non
V0034221,20230414,PH0051,PR0143,10,157.0,136.4,20.6,Non
V0034222,20221119,PH0049,PR0067,12,454.32,82.56,371.76,Non
V0034223,20230107,PH0044,PR0131,7,290.71,136.01,154.7,Non
V0034224,20210315,PH0077,PR0052,15,701.55,220.8,480.75,Oui
V0034225,20220121,PH0067,PR0040,19,652.08,251.94,400.14,Oui
V0034226,20210410,PH0014,PR0058,19,834.86,171.0,663.86,Non
V0034227,20210304,PH0012,PR0029,17,681.7,223.21,458.49,Oui
V0034228,20200328,PH0031,PR0049,14,73.64,357.56,-283.92,Oui
V0034229,20211108,PH0079,PR0097,14,455.28,401.66,53.62,Oui
V0034230,20220219,PH0046,PR0065,14,203.0,351.82,-148.82,Oui
V0034231,20200514,PH0015,PR0035,9,403.47,253.08,150.39,Non
V0034232,20230515,PH0016,PR0061,18,557.64,436.32,121.32,Non
V0034233,20201011,PH0015,PR0084,9,97.2,186.75,-89.55,Oui
V0034234,20221119,PH0028,PR0131,8,332.24,155.44,176.8,Non
V0034235,20230529,PH0078,PR0085,2,87.68,55.5,32.18,Oui
V0034236,20201117,PH0003,PR0040,9,308.88,119.34,189.54,Oui
V0034237,20230723,PH0015,PR0081,5,104.3,97.1,7.2,Non
V0034238,20210911,PH0039,PR0044,16,481.92,107.2,374.72,Non
V0034239,20220414,PH0027,PR0080,11,543.4,103.07,440.33,Non
V0034240,20210628,PH0077,PR0050,17,323.17,189.89,133.28,Oui
V0034241,20210428,PH0080,PR0072,13,503.23,145.86,357.37,Oui
V0034242,20220223,PH0008,PR0068,10,173.5,197.1,-23.6,Non
V0034243,20231030,PH0005,PR0072,5,193.55,56.1,137.45,Oui
V0034244,20210901,PH0036,PR0003,4,126.68,108.16,18.52,Non
V0034245,20200827,PH0058,PR0088,19,762.66,490.77,271.89,Non
V0034246,20200315,PH0076,PR0033,9,305.01,238.59,66.42,Oui
V0034247,20220126,PH0042,PR0121,7,169.89,81.9,87.99,Non
V0034248,20230220,PH0048,PR0045,4,187.68,63.04,124.64,Oui
V0034249,20210706,PH0016,PR0006,1,26.81,5.44,21.37,Oui
V0034250,20210829,PH0002,PR0095,19,335.92,531.81,-195.89,Non
V0034251,20221220,PH0053,PR0097,20,650.4,573.8,76.6,Non
V0034252,20200119,PH0037,PR0116,7,158.69,157.01,1.68,Oui
V0034253,20210718,PH0002,PR0102,9,240.3,269.37,-29.07,Oui
V0034254,20231227,PH0018,PR0077,8,298.32,80.08,218.24,Oui
V0034255,20210203,PH0032,PR0105,5,44.0,114.5,-70.5,Non
V0034256,20210603,PH0020,PR0071,9,304.2,43.47,260.73,Non
V0034257,20230527,PH0069,PR0068,5,86.75,98.55,-11.8,Oui
V0034258,20201008,PH0023,PR0088,14,561.96,361.62,200.34,Oui
V0034259,20210628,PH0049,PR0084,13,140.4,269.75,-129.35,Oui
V0034260,20210717,PH0014,PR0124,5,55.4,64.75,-9.35,Non
V0034261,20200821,PH0057,PR0041,19,906.68,299.44,607.24,Oui
V0034262,20220315,PH0014,PR0064,5,54.8,51.5,3.3,Oui
V0034263,20200416,PH0030,PR0094,6,79.08,147.72,-68.64,Oui
V0034264,20230930,PH0044,PR0108,8,126.16,54.16,72.0,Oui
V0034265,20211128,PH0033,PR0128,8,376.56,161.2,215.36,Oui
V0034266,20221215,PH0037,PR0074,17,697.34,166.43,530.91,Non
V0034267,20201024,PH0062,PR0132,9,45.45,189.99,-144.54,Non
V0034268,20231005,PH0021,PR0077,19,708.51,190.19,518.32,Oui
V0034269,20210220,PH0067,PR0136,13,102.7,384.15,-281.45,Non
V0034270,20201030,PH0068,PR0083,10,494.7,100.3,394.4,Oui
V0034271,20231207,PH0028,PR0055,1,6.94,18.68,-11.74,Non
V0034272,20220102,PH0019,PR0058,16,703.04,144.0,559.04,Non
V0034273,20200713,PH0064,PR0036,5,164.9,84.9,80.0,Non
V0034274,20211120,PH0034,PR0027,9,407.34,107.37,299.97,Non
V0034275,20200119,PH0034,PR0127,14,120.82,188.86,-68.04,Non
V0034276,20221115,PH0008,PR0130,1,35.5,9.89,25.61,Oui
V0034277,20210608,PH0001,PR0043,12,240.24,298.44,-58.2,Oui
V0034278,20220408,PH0075,PR0115,18,732.24,314.46,417.78,Oui
V0034279,20220214,PH0018,PR0137,15,96.15,247.8,-151.65,Oui
V0034280,20200926,PH0072,PR0120,10,163.1,35.3,127.8,Non
V0034281,20210102,PH0031,PR0063,20,728.6,124.6,604.0,Oui
V0034282,20220219,PH0015,PR0147,13,91.13,350.09,-258.96,Non
V0034283,20210112,PH0054,PR0098,3,124.17,52.44,71.73,Oui
V0034284,20210630,PH0030,PR0084,7,75.6,145.25,-69.65,Non
V0034285,20201127,PH0021,PR0023,11,539.33,98.12,441.21,Oui
V0034286,20220811,PH0003,PR0010,3,136.17,28.53,107.64,Oui
V0034287,20220728,PH0005,PR0081,14,292.04,271.88,20.16,Non
V0034288,20200217,PH0057,PR0108,17,268.09,115.09,153.0,Non
V0034289,20230303,PH0011,PR0074,16,656.32,156.64,499.68,Non
V0034290,20220401,PH0066,PR0038,10,249.0,271.0,-22.0,Non
V0034291,20201207,PH0075,PR0092,17,578.0,341.87,236.13,Non
V0034292,20231016,PH0008,PR0037,16,634.72,373.44,261.28,Non
V0034293,20230703,PH0061,PR0117,20,855.4,320.6,534.8,Non
V0034294,20200920,PH0048,PR0043,17,340.34,422.79,-82.45,Non
V0034295,20200505,PH0030,PR0109,3,26.46,36.69,-10.23,Oui
V0034296,20210706,PH0050,PR0002,19,387.41,340.29,47.12,Non
V0034297,20200126,PH0053,PR0101,14,177.66,324.24,-146.58,Oui
V0034298,20230828,PH0046,PR0035,17,762.11,478.04,284.07,Oui
V0034299,20211114,PH0033,PR0077,19,708.51,190.19,518.32,Non
V0034300,20210318,PH0001,PR0107,4,47.0,97.0,-50.0,Non
V0034301,20210621,PH0024,PR0093,10,198.2,207.8,-9.6,Non
V0034302,20210130,PH0039,PR0016,20,471.0,262.8,208.2,Non
V0034303,20210210,PH0031,PR0044,5,150.6,33.5,117.1,Oui
V0034304,20210708,PH0039,PR0125,17,725.56,249.9,475.66,Non
V0034305,20220811,PH0076,PR0067,19,719.34,130.72,588.62,Oui
V0034306,20211010,PH0025,PR0073,5,177.55,55.0,122.55,Oui
V0034307,20200305,PH0050,PR0128,11,517.77,221.65,296.12,Oui
V0034308,20221105,PH0066,PR0037,3,119.01,70.02,48.99,Non
V0034309,20200317,PH0076,PR0097,20,650.4,573.8,76.6,Oui
V0034310,20221204,PH0052,PR0085,11,482.24,305.25,176.99,Oui
V0034311,20211214,PH0001,PR0030,2,71.02,25.42,45.6,Oui
V0034312,20220205,PH0078,PR0013,17,240.38,84.83,155.55,Non
V0034313,20210214,PH0006,PR0124,5,55.4,64.75,-9.35,Oui
V0034314,20231027,PH0060,PR0057,1,37.58,5.76,31.82,Oui
V0034315,20201204,PH0050,PR0107,1,11.75,24.25,-12.5,Oui
V0034316,20230206,PH0019,PR0038,4,99.6,108.4,-8.8,Oui
V0034317,20211018,PH0073,PR0120,18,293.58,63.54,230.04,Oui
V0034318,20210203,PH0002,PR0092,6,204.0,120.66,83.34,Oui
V0034319,20201213,PH0080,PR0014,20,871.4,260.0,611.4,Oui
V0034320,20230706,PH0022,PR0148,1,12.47,17.23,-4.76,Oui
V0034321,20230611,PH0078,PR0098,1,41.39,17.48,23.91,Non
V0034322,20221007,PH0034,PR0096,18,797.04,297.18,499.86,Oui
V0034323,20211116,PH0047,PR0010,5,226.95,47.55,179.4,Non
V0034324,20220616,PH0036,PR0093,8,158.56,166.24,-7.68,Oui
V0034325,20220115,PH0027,PR0144,6,279.84,36.9,242.94,Oui
V0034326,20230609,PH0018,PR0056,19,140.03,259.73,-119.7,Non
V0034327,20230428,PH0044,PR0133,11,504.02,215.93,288.09,Oui
V0034328,20231130,PH0054,PR0054,2,86.7,30.36,56.34,Non
V0034329,20230329,PH0023,PR0043,17,340.34,422.79,-82.45,Non
V0034330,20220503,PH0009,PR0102,10,267.0,299.3,-32.3,Oui
V0034331,20230413,PH0014,PR0110,16,206.56,147.36,59.2,Oui
V0034332,20230830,PH0044,PR0069,9,408.87,90.63,318.24,Oui
V0034333,20210116,PH0059,PR0125,11,469.48,161.7,307.78,Non
V0034334,20200503,PH0020,PR0006,4,107.24,21.76,85.48,Oui
V0034335,20210407,PH0071,PR0084,4,43.2,83.0,-39.8,Non
V0034336,20201104,PH0076,PR0039,8,202.8,235.6,-32.8,Oui
V0034337,20231231,PH0052,PR0003,13,411.71,351.52,60.19,Non
V0034338,20200911,PH0056,PR0099,11,288.75,295.68,-6.93,Oui
V0034339,20201028,PH0032,PR0138,16,434.72,479.68,-44.96,Non
V0034340,20200823,PH0052,PR0041,1,47.72,15.76,31.96,Non
V0034341,20200610,PH0059,PR0086,3,104.43,37.74,66.69,Non
V0034342,20200722,PH0069,PR0072,18,696.78,201.96,494.82,Non
V0034343,20231211,PH0010,PR0018,10,391.3,122.7,268.6,Oui
V0034344,20221203,PH0007,PR0107,9,105.75,218.25,-112.5,Non
V0034345,20220515,PH0077,PR0058,17,746.98,153.0,593.98,Oui
V0034346,20211227,PH0011,PR0057,11,413.38,63.36,350.02,Oui
V0034347,20230707,PH0060,PR0064,8,87.68,82.4,5.28,Oui
V0034348,20201123,PH0071,PR0076,13,220.09,181.48,38.61,Oui
V0034349,20201102,PH0027,PR0086,7,243.67,88.06,155.61,Non
V0034350,20200410,PH0025,PR0142,16,479.2,300.32,178.88,Non
V0034351,20230308,PH0059,PR0005,14,590.8,216.3,374.5,Oui
V0034352,20201101,PH0080,PR0041,9,429.48,141.84,287.64,Oui
V0034353,20200726,PH0059,PR0035,7,313.81,196.84,116.97,Non
V0034354,20230603,PH0046,PR0127,17,146.71,229.33,-82.62,Non
V0034355,20200717,PH0020,PR0110,18,232.38,165.78,66.6,Non
V0034356,20210804,PH0013,PR0054,7,303.45,106.26,197.19,Non
V0034357,20200419,PH0010,PR0112,20,861.2,92.4,768.8,Oui
V0034358,20200206,PH0019,PR0008,4,146.56,69.44,77.12,Oui
V0034359,20230206,PH0024,PR0083,8,395.76,80.24,315.52,Non
V0034360,20210210,PH0018,PR0074,16,656.32,156.64,499.68,Oui
V0034361,20230115,PH0062,PR0096,19,841.32,313.69,527.63,Non
V0034362,20230115,PH0027,PR0023,19,931.57,169.48,762.09,Non
V0034363,20230531,PH0024,PR0032,16,187.68,261.6,-73.92,Oui
V0034364,20221103,PH0071,PR0111,6,241.86,20.28,221.58,Oui
V0034365,20220203,PH0040,PR0118,4,167.2,57.64,109.56,Oui
V0034366,20231229,PH0045,PR0147,4,28.04,107.72,-79.68,Non
V0034367,20200806,PH0002,PR0041,4,190.88,63.04,127.84,Oui
V0034368,20211231,PH0061,PR0009,10,401.9,223.8,178.1,Non
V0034369,20211111,PH0024,PR0093,14,277.48,290.92,-13.44,Oui
V0034370,20200110,PH0025,PR0120,19,309.89,67.07,242.82,Oui
V0034371,20201211,PH0059,PR0005,12,506.4,185.4,321.0,Oui
V0034372,20220510,PH0014,PR0064,5,54.8,51.5,3.3,Non
V0034373,20220901,PH0055,PR0138,12,326.04,359.76,-33.72,Oui
V0034374,20220208,PH0044,PR0092,10,340.0,201.1,138.9,Non
V0034375,20231230,PH0011,PR0079,5,174.95,127.0,47.95,Oui
V0034376,20231228,PH0034,PR0100,8,53.28,135.12,-81.84,Non
V0034377,20200313,PH0013,PR0040,12,411.84,159.12,252.72,Non
V0034378,20210108,PH0031,PR0092,17,578.0,341.87,236.13,Oui
V0034379,20220719,PH0016,PR0046,10,165.3,281.2,-115.9,Non
V0034380,20210221,PH0016,PR0145,13,144.3,202.93,-58.63,Oui
V0034381,20210918,PH0022,PR0021,11,218.35,107.8,110.55,Oui
V0034382,20230607,PH0069,PR0021,2,39.7,19.6,20.1,Non
V0034383,20210107,PH0041,PR0053,10,471.3,292.0,179.3,Non
V0034384,20220216,PH0005,PR0019,20,459.2,492.6,-33.4,Non
V0034385,20221005,PH0027,PR0098,19,786.41,332.12,454.29,Oui
V0034386,20230412,PH0061,PR0049,16,84.16,408.64,-324.48,Oui
V0034387,20220808,PH0072,PR0076,16,270.88,223.36,47.52,Oui
V0034388,20201115,PH0021,PR0117,3,128.31,48.09,80.22,Non
V0034389,20220717,PH0056,PR0031,12,107.76,195.72,-87.96,Non
V0034390,20210624,PH0050,PR0115,9,366.12,157.23,208.89,Non
V0034391,20220818,PH0046,PR0096,17,752.76,280.67,472.09,Oui
V0034392,20220730,PH0066,PR0096,14,619.92,231.14,388.78,Non
V0034393,20230907,PH0036,PR0008,14,512.96,243.04,269.92,Oui
V0034394,20230310,PH0069,PR0014,6,261.42,78.0,183.42,Oui
V0034395,20210307,PH0057,PR0051,11,325.27,274.67,50.6,Non
V0034396,20231103,PH0067,PR0117,17,727.09,272.51,454.58,Oui
V0034397,20210914,PH0071,PR0065,11,159.5,276.43,-116.93,Oui
V0034398,20201214,PH0001,PR0137,9,57.69,148.68,-90.99,Non
V0034399,20201026,PH0014,PR0133,11,504.02,215.93,288.09,Non
V0034400,20210316,PH0031,PR0090,3,101.37,68.46,32.91,Non
V0034401,20220513,PH0023,PR0087,4,83.48,110.8,-27.32,Oui
V0034402,20220319,PH0072,PR0048,7,332.15,50.26,281.89,Oui
V0034403,20210406,PH0031,PR0057,6,225.48,34.56,190.92,Oui
V0034404,20220301,PH0066,PR0136,8,63.2,236.4,-173.2,Oui
V0034405,20210811,PH0005,PR0102,13,347.1,389.09,-41.99,Oui
V0034406,20200305,PH0074,PR0094,13,171.34,320.06,-148.72,Non
V0034407,20210521,PH0070,PR0129,8,291.28,131.52,159.76,Non
V0034408,20201221,PH0077,PR0141,13,238.42,367.9,-129.48,Oui
V0034409,20211110,PH0031,PR0146,3,149.28,41.58,107.7,Oui
V0034410,20210712,PH0077,PR0080,12,592.8,112.44,480.36,Non
V0034411,20230827,PH0059,PR0095,14,247.52,391.86,-144.34,Oui
V0034412,20200729,PH0004,PR0048,19,901.55,136.42,765.13,Non
V0034413,20220217,PH0061,PR0034,3,106.11,69.33,36.78,Oui
V0034414,20230107,PH0079,PR0115,19,772.92,331.93,440.99,Non
V0034415,20200416,PH0016,PR0026,14,537.18,226.38,310.8,Oui
V0034416,20210208,PH0042,PR0022,5,241.1,55.0,186.1,Oui
V0034417,20210201,PH0013,PR0146,6,298.56,83.16,215.4,Oui
V0034418,20220706,PH0042,PR0145,18,199.8,280.98,-81.18,Oui
V0034419,20230124,PH0039,PR0016,9,211.95,118.26,93.69,Non
V0034420,20231206,PH0001,PR0139,2,37.64,56.26,-18.62,Non
V0034421,20230311,PH0031,PR0117,19,812.63,304.57,508.06,Oui
V0034422,20211002,PH0030,PR0087,14,292.18,387.8,-95.62,Non
V0034423,20210902,PH0065,PR0043,2,40.04,49.74,-9.7,Non
V0034424,20201225,PH0010,PR0035,14,627.62,393.68,233.94,Non
V0034425,20231014,PH0039,PR0150,6,186.42,22.98,163.44,Non
V0034426,20230524,PH0007,PR0138,5,135.85,149.9,-14.05,Non
V0034427,20231114,PH0043,PR0133,9,412.38,176.67,235.71,Oui
V0034428,20220202,PH0016,PR0132,1,5.05,21.11,-16.06,Non
V0034429,20211221,PH0019,PR0114,18,152.82,139.32,13.5,Non
V0034430,20211202,PH0010,PR0130,8,284.0,79.12,204.88,Non
V0034431,20231105,PH0041,PR0016,16,376.8,210.24,166.56,Non
V0034432,20231228,PH0026,PR0057,5,187.9,28.8,159.1,Non
V0034433,20210831,PH0069,PR0076,19,321.67,265.24,56.43,Oui
V0034434,20220627,PH0073,PR0138,16,434.72,479.68,-44.96,Non
V0034435,20201126,PH0061,PR0148,19,236.93,327.37,-90.44,Non
V0034436,20220409,PH0033,PR0101,18,228.42,416.88,-188.46,Oui
V0034437,20230103,PH0054,PR0145,18,199.8,280.98,-81.18,Oui
V0034438,20211222,PH0037,PR0134,2,18.22,36.88,-18.66,Oui
V0034439,20221228,PH0066,PR0048,8,379.6,57.44,322.16,Oui
V0034440,20211123,PH0051,PR0017,1,38.03,24.03,14.0,Oui
V0034441,20230407,PH0071,PR0078,15,129.9,115.65,14.25,Non
V0034442,20230218,PH0077,PR0096,13,575.64,214.63,361.01,Oui
V0034443,20230524,PH0027,PR0137,17,108.97,280.84,-171.87,Non
V0034444,20231214,PH0041,PR0110,8,103.28,73.68,29.6,Oui
V0034445,20220704,PH0052,PR0064,4,43.84,41.2,2.64,Oui
V0034446,20230318,PH0049,PR0140,7,143.99,197.68,-53.69,Oui
V0034447,20220519,PH0052,PR0043,13,260.26,323.31,-63.05,Oui
V0034448,20210427,PH0069,PR0124,20,221.6,259.0,-37.4,Non
V0034449,20221015,PH0054,PR0090,4,135.16,91.28,43.88,Non
V0034450,20220510,PH0004,PR0110,4,51.64,36.84,14.8,Oui
V0034451,20230924,PH0077,PR0045,18,844.56,283.68,560.88,Oui
V0034452,20211120,PH0027,PR0141,1,18.34,28.3,-9.96,Oui
V0034453,20221005,PH0032,PR0127,1,8.63,13.49,-4.86,Non
V0034454,20220418,PH0067,PR0132,19,95.95,401.09,-305.14,Oui
V0034455,20210423,PH0022,PR0096,8,354.24,132.08,222.16,Oui
V0034456,20210105,PH0078,PR0095,11,194.48,307.89,-113.41,Non
V0034457,20221113,PH0014,PR0024,16,258.4,103.36,155.04,Oui
V0034458,20200901,PH0004,PR0149,17,326.4,315.86,10.54,Non
V0034459,20231010,PH0039,PR0010,1,45.39,9.51,35.88,Non
V0034460,20210508,PH0018,PR0086,11,382.91,138.38,244.53,Non
V0034461,20211214,PH0024,PR0119,16,447.84,106.08,341.76,Non
V0034462,20210601,PH0060,PR0142,11,329.45,206.47,122.98,Oui
V0034463,20210826,PH0041,PR0119,18,503.82,119.34,384.48,Oui
V0034464,20200427,PH0022,PR0060,14,92.12,366.52,-274.4,Non
V0034465,20210103,PH0065,PR0145,18,199.8,280.98,-81.18,Non
V0034466,20230609,PH0005,PR0028,17,235.11,288.83,-53.72,Non
V0034467,20211104,PH0066,PR0094,13,171.34,320.06,-148.72,Oui
V0034468,20210919,PH0030,PR0085,10,438.4,277.5,160.9,Non
V0034469,20200116,PH0038,PR0047,15,198.0,150.9,47.1,Non
V0034470,20220523,PH0004,PR0129,3,109.23,49.32,59.91,Non
V0034471,20230610,PH0013,PR0137,1,6.41,16.52,-10.11,Oui
V0034472,20210712,PH0071,PR0110,15,193.65,138.15,55.5,Oui
V0034473,20200630,PH0076,PR0054,1,43.35,15.18,28.17,Non
V0034474,20210403,PH0025,PR0067,20,757.2,137.6,619.6,Oui
V0034475,20221012,PH0024,PR0061,13,402.74,315.12,87.62,Oui
V0034476,20220121,PH0051,PR0014,8,348.56,104.0,244.56,Oui
V0034477,20211220,PH0004,PR0026,14,537.18,226.38,310.8,Oui
V0034478,20230211,PH0075,PR0127,12,103.56,161.88,-58.32,Oui
V0034479,20230828,PH0073,PR0050,3,57.03,33.51,23.52,Non
V0034480,20210217,PH0042,PR0130,17,603.5,168.13,435.37,Non
V0034481,20201016,PH0032,PR0095,2,35.36,55.98,-20.62,Non
V0034482,20220404,PH0006,PR0135,12,501.48,277.08,224.4,Non
V0034483,20220208,PH0022,PR0009,4,160.76,89.52,71.24,Non
V0034484,20221004,PH0041,PR0127,12,103.56,161.88,-58.32,Non
V0034485,20230817,PH0019,PR0014,1,43.57,13.0,30.57,Oui
V0034486,20221008,PH0060,PR0077,11,410.19,110.11,300.08,Oui
V0034487,20230305,PH0042,PR0076,2,33.86,27.92,5.94,Non
V0034488,20220615,PH0062,PR0091,3,35.34,38.34,-3.0,Non
V0034489,20211006,PH0004,PR0089,16,89.92,298.4,-208.48,Non
V0034490,20200802,PH0047,PR0119,5,139.95,33.15,106.8,Oui
V0034491,20221215,PH0047,PR0149,12,230.4,222.96,7.44,Oui
